id,name,description,latitude,longitude,city,region,category,activities,estimated_cost,avg_duration_hours,mood_tags,rating
439,Noori Top,A viewpoint above Shogran offering views of the Kaghan Valley and surrounding peaks.,34.780626,73.524155,Kaghan,Khyber Pakhtunkhwa,Viewpoint,Photography; Sightseeing,0 PKR,1,solo; peaceful; romantic,4.8
440,Manoor Valley,A scenic valley near Shogran with terraced fields and forest trails.,34.77675,73.5253,Kaghan,Khyber Pakhtunkhwa,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful; meditative,4.8
441,Kaghan Forest Walk,A forested walking trail near Kaghan village through pine and deodar trees.,34.77675,73.5253,Kaghan,Khyber Pakhtunkhwa,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.8
442,Paya Meadow,A high-altitude meadow accessible from Shogran with panoramic Himalayan views.,34.77675,73.5253,Kaghan,Khyber Pakhtunkhwa,Meadow,Hiking; Camping; Photography; Picnicking; Stargazing,500 PKR,3,family; couple; friends; relaxed; peaceful,4.8
443,Jared Lake,A small alpine lake in the Kaghan Valley accessible via trek.,34.67627,73.55669,Naran,Khyber Pakhtunkhwa,Lake,Trekking; Photography; Sightseeing; Picnicking,0 PKR,2.5,family; couple; friends; adventurous; energetic; relaxed; peaceful; meditative,4.6
444,Saral Lake,A serene lake in the upper reaches of the Kaghan Valley.,34.955162,72.484512,Naran,Khyber Pakhtunkhwa,Lake,Photography; Sightseeing; Boating; Picnicking,1000 PKR,3,solo; friends; adventurous; peaceful,4.5
445,Shogran Pine Forest,A thick pine forest area near Shogran ideal for nature walks.,34.77675,73.5253,Kaghan,Khyber Pakhtunkhwa,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.8
446,Naran Rainbow Falls,A waterfall near Naran that occasionally produces rainbows in its mist.,34.90536,73.649,Naran,Khyber Pakhtunkhwa,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic,4.5
447,Babusar Meadows,Rolling meadows near Babusar Pass with summer wildflowers and pastoral scenery.,34.90536,73.649,Naran,Khyber Pakhtunkhwa,Meadow,Hiking; Camping; Photography; Picnicking; Stargazing,500 PKR,3,family; couple; friends; adventurous; relaxed; peaceful; romantic; meditative,4.7
448,Kunhar River Trout Farm,A trout hatchery along the Kunhar River where visitors can observe fish farming.,34.780626,73.524155,Kaghan,Khyber Pakhtunkhwa,Park,Photography; Fishing; Walking; Picnicking,300 PKR,1,family; relaxed; educational,4.8
449,Naran Jeep Track Viewpoint,An elevated viewpoint accessible by jeep above Naran offering valley panoramas.,34.90536,73.649,Naran,Khyber Pakhtunkhwa,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.5
450,Upper Kaghan Waterfall,A seasonal waterfall in the upper reaches of Kaghan Valley near Batakundi.,34.77675,73.5253,Naran,Khyber Pakhtunkhwa,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic,4.8
451,Shogran Camping Ground,A designated camping area in Shogran with mountain views and pine trees.,34.780626,73.524155,Kaghan,Khyber Pakhtunkhwa,Camping Site,Hiking; Camping; Photography; Stargazing,500 PKR,4,family; friends; adventurous; relaxed; peaceful; romantic; meditative,4.8
452,Nathia Gali,A popular hill station in the Galiyat region with pine forests and cool summer weather.,34.068312,73.392726,Abbottabad,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,3,family; couple; friends; relaxed; peaceful,4.6
453,Ayubia National Park,"A national park in the Galiyat region with hiking trails, wildlife, and pine forests.",0.000000,0.000000,Abbottabad,Khyber Pakhtunkhwa,Park,Hiking; Photography; Wildlife Watching; Birdwatching; Nature Walks; Picnicking,50 PKR,4,family; couple; friends; relaxed; peaceful,4.3
454,Mushkpuri Peak,The highest point in the Galiyat at 2800m offering panoramic views of the Himalayas.,34.061511,73.430326,Abbottabad,Khyber Pakhtunkhwa,Mountain,Trekking; Hiking; Photography,0 PKR,4,friends; solo; adventurous; energetic; peaceful; romantic,4.4
455,Miranjani Peak,A popular trekking peak at 2992m in the Galiyat offering views of Nanga Parbat on clear days.,34.105087,73.407233,Abbottabad,Khyber Pakhtunkhwa,Mountain,Trekking; Hiking; Photography,0 PKR,4,friends; solo; adventurous; energetic,4.5
456,Pipeline Track (Ayubia),A famous 5km walking trail through the Ayubia forest with monkeys and birds.,34.040281,73.403392,Abbottabad,Khyber Pakhtunkhwa,Adventure Spot,Hiking; Photography; Wildlife Watching; Birdwatching; Nature Walks,50 PKR,2.5,family; friends; adventurous; thrilling; energetic; relaxed; peaceful; meditative,4.6
457,Thandiani,A hill station near Abbottabad at 2750m with mountain views and hiking trails.,34.231247,73.352510,Abbottabad,Khyber Pakhtunkhwa,Village,Hiking; Photography; Cultural Tours; Village Walks,0 PKR,3,family; couple; friends; peaceful; relaxed,4.2
458,Abbottabad City,"A scenic cantonment city founded by James Abbott, known for its pleasant climate.",34.144828,73.212449,Abbottabad,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.2
459,Ilyasi Mosque,A historic mosque in Abbottabad built beside a natural spring and waterfall.,34.171036,73.258787,Abbottabad,Khyber Pakhtunkhwa,Mosque,Photography; Sightseeing,0 PKR,0.5,family; peaceful; cultural; educational; spiritual,4.5
460,Shimla Hill (Abbottabad),A hilltop viewpoint in Abbottabad offering panoramic views of the city and mountains.,34.158678,73.213823,Abbottabad,Khyber Pakhtunkhwa,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.5
461,Harnoi Village,A scenic village near Abbottabad known for its forests and trekking trails.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Village,Trekking; Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; adventurous; energetic; peaceful; cultural; educational; meditative,4.2
462,Dungagali Village,A hill station in the Galiyat chain with forests and walking trails.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational; meditative,4.2
463,Changla Gali,A small town in the Galiyat known for its army school and pine-scented air.,33.995095,73.375051,Abbottabad,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational; meditative,4.6
464,Khaira Gali,A quiet hill station in the Galiyat with colonial-era buildings and forest walks.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational; meditative,4.2
465,Galiyat Development Trail,A developed walking trail connecting various Galiyat hill stations through forests.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Adventure Spot,Photography; Walking,0 PKR,2.5,family; friends; adventurous; thrilling; energetic; meditative,4.7
466,Ayubia Chairlift,A chairlift ride in Ayubia offering aerial views of the pine forests and mountains.,0.000000,0.000000,Abbottabad,Khyber Pakhtunkhwa,Adventure Spot,Photography; Sightseeing; Chairlift Ride,1000 PKR,1,family; friends; couple; thrilling; adventurous,3.5
467,Pir Sohawa (Islamabad-Galiyat Road),A viewpoint on the road from Islamabad to the Galiyat with city and mountain views.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.5
468,Haveliyan Town,A historic town near Abbottabad marking the end of the Karakoram Highway route from Islamabad.,34.048333,73.133646,Abbottabad,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,5.0
469,Nathia Gali Church,A colonial-era church in Nathia Gali built during the British period.,34.07257,73.39083,Abbottabad,Khyber Pakhtunkhwa,Historical Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,4.6
470,Nathia Gali Governor House,The Governor's summer retreat in Nathia Gali surrounded by pine forests.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Historical Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational; meditative,4.3
471,Bakot Town,A town in the Galiyat region with a traditional bazaar and mountain views.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Village,Photography; Shopping; Cultural Tours; Village Walks,0 PKR,2,family; couple; laid-back; peaceful; cultural; educational; festive,4.2
472,Abbottabad Botanical Garden,A small botanical garden in Abbottabad with local and imported plant species.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Park,Photography; Walking; Picnicking,30 PKR,3,family; couple; friends; relaxed; peaceful,4.4
473,Shimla Hill Trail,A hiking trail in Abbottabad leading to Shimla Hill with forest and city views.,34.158678,73.213823,Abbottabad,Khyber Pakhtunkhwa,Adventure Spot,Hiking; Photography,0 PKR,2.5,family; friends; adventurous; thrilling; energetic; meditative,4.7
474,PMA Kakul Viewpoint,A viewpoint near the Pakistan Military Academy in Kakul with mountain views.,34.186323,73.258665,Abbottabad,Khyber Pakhtunkhwa,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.5
475,Thandiani Forest Walk,A forest walking trail through deodar and pine forests in Thandiani.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.5
476,Thandiani Viewpoint,The main viewpoint in Thandiani overlooking the Kashmir and Kaghan mountain ranges.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.5
477,Bagnotar Village,A village near Abbottabad with lush green meadows and rural charm.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.2
478,Sajikot Waterfall,A scenic waterfall near Havelian accessible by a short hike through green hills.,0.000000,0.000000,Abbottabad,Khyber Pakhtunkhwa,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; adventurous; energetic; peaceful; romantic,5.0
479,Ayubia Wildlife Sanctuary,"A protected area within Ayubia National Park for leopards, monkeys, and pheasants.",34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Park,Photography; Wildlife Watching; Walking; Picnicking,50 PKR,3,family; couple; friends; relaxed; peaceful,4.4
480,Mushkpuri Summit Trail,The trekking trail from Nathia Gali to the summit of Mushkpuri Peak.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Adventure Spot,Trekking; Photography,0 PKR,2.5,friends; adventurous; thrilling; energetic,4.7
481,Miranjani Summit Trail,A moderately challenging trek from Nathia Gali to the Miranjani Peak summit.,34.095924,73.404543,Abbottabad,Khyber Pakhtunkhwa,Adventure Spot,Trekking; Photography,0 PKR,2.5,friends; adventurous; thrilling; energetic,4.5
482,Galiyat Pine Forest Walk,Scenic walks through thick pine forests connecting Galiyat hill stations.,34.143614,73.213275,Abbottabad,Khyber Pakhtunkhwa,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.5
483,Mansehra Rock Edicts,Three rock inscriptions of Emperor Ashoka dating to the 3rd century BC with Buddhist teachings.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Archaeological Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,4.2
484,Mansehra City,A historic city serving as the gateway to the Kaghan Valley and northern areas.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.2
485,Siran Valley,A scenic valley in Mansehra district with terraced fields and traditional villages.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful,4.6
486,Shinkiari Town,A town in Mansehra district known for its pleasant climate and proximity to the mountains.,34.4711,73.27071,Mansehra,Khyber Pakhtunkhwa,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.2
487,Oghi Town,A town in Mansehra with traditional markets and views of the Siran Valley.,34.497304,73.016044,Mansehra,Khyber Pakhtunkhwa,Village,Photography; Shopping; Cultural Tours; Village Walks,0 PKR,2,family; couple; laid-back; peaceful; cultural; educational; festive,4.2
488,Balakot Earthquake Memorial,A memorial site for the devastating 2005 earthquake that struck Balakot and surrounding areas.,34.555,73.345,Balakot,Khyber Pakhtunkhwa,Historical Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,4.8
489,Konsh Valley,A lesser-known valley near Mansehra with forests and seasonal streams.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful; meditative,4.6
490,Phulra Valley,A scenic valley near Mansehra with lush vegetation and rural landscapes.,34.955162,72.484512,Mansehra,Khyber Pakhtunkhwa,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful,4.1
491,Mansehra Forest Reserve,Protected forests in the Mansehra district with diverse flora and fauna.,34.50682,73.32598,Mansehra,Khyber Pakhtunkhwa,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,5.0
492,Chitta Batta,A white stone formation area near Mansehra known for its geological significance.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.5
493,Jared Valley (Mansehra),A fertile valley in Mansehra with orchards and traditional agriculture.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Valley,Hiking; Photography; Sightseeing; Nature Walks; Walking,0 PKR,5,family; couple; friends; relaxed; peaceful,4.6
494,Mansehra Museum,A small museum displaying local artifacts and replicas of the Ashoka rock edicts.,34.330501,73.203411,Mansehra,Khyber Pakhtunkhwa,Museum,Photography; Sightseeing; Museum Visit,50 PKR,1.5,family; couple; cultural; educational,4.3
495,Paras Pine Forest,Dense pine forests near Paras village in the Kaghan Valley.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.5
496,Damtour Waterfall,A scenic waterfall near Mansehra accessible by a short drive and walk.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic,4.5
497,Siran Forest Walk,A nature walk through the forests of the Siran Valley in Mansehra.,34.328685,73.199313,Mansehra,Khyber Pakhtunkhwa,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.5
498,Arang Kel,"A stunning hillside village at 2554m accessible by chairlift from Kel, known as the pearl of Neelum.",34.805267,74.345390,Neelum Valley,Azad Kashmir,Village,Hiking; Camping; Photography; Chairlift Ride; Cultural Tours; Village Walks,1500 PKR,5,friends; solo; couple; adventurous; peaceful; romantic,4.7
499,Kel Village,A scenic village in the upper Neelum Valley surrounded by towering mountains and dense forests.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,3,friends; solo; couple; peaceful; adventurous; cultural,4.1
500,Sharda Ancient University Ruins,Ruins of the ancient Hindu Buddhist university of Sharda dating back to the 4th century.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Archaeological Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,4.1
501,Sharda Village,A historic village with the ruins of an ancient temple and university on the banks of the Neelum River.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.1
502,Ratti Gali Lake,"A stunning alpine glacial lake at 3680m surrounded by snow-capped peaks, a top destination.",34.830368,74.057920,Neelum Valley,Azad Kashmir,Lake,Trekking; Camping; Photography; Stargazing,1000 PKR,10,solo; friends; adventurous; energetic; peaceful; meditative,4.9
503,Chitta Katha Lake,A beautiful high-altitude lake at 4100m in the Neelum Valley with pristine turquoise waters.,0.000000,0.000000,Neelum Valley,Azad Kashmir,Lake,Trekking; Camping; Photography,1000 PKR,10,solo; friends; adventurous; energetic; peaceful,5.0
504,Shounter Lake,A stunning glacial lake in the Shounter Valley accessible via a multi-day trek.,34.823869,74.366573,Neelum Valley,Azad Kashmir,Lake,Trekking; Photography; Sightseeing; Picnicking,0 PKR,24,family; couple; friends; adventurous; energetic; relaxed; peaceful,4.8
505,Neelum River,The emerald green river flowing through the Neelum Valley with rapids and fishing spots.,0.000000,0.000000,Neelum Valley,Azad Kashmir,River,Photography; Sightseeing; Fishing; White-water Rafting,2000 PKR,2,friends; family; adventurous; thrilling; relaxed,4.1
506,Keran Village,A scenic village on the Line of Control where Pakistani and Indian Kashmir meet across the river.,34.859756,74.183038,Neelum Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.9
507,Taobut Village,The last accessible village in the Neelum Valley near the Line of Control.,34.859756,74.183038,Neelum Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.1
508,Athmuqam Town,The capital of Neelum District with markets and administrative buildings.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Village,Photography; Shopping; Cultural Tours; Village Walks,0 PKR,2,family; couple; laid-back; peaceful; cultural; educational; festive,4.1
509,Dhani Waterfall,A beautiful waterfall near Athmuqam cascading through forested hills.,0.000000,0.000000,Neelum Valley,Azad Kashmir,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic; meditative,5.0
510,Kutton Jagran Waterfall,A spectacular multi-tiered waterfall near Jagran village accessible from Kutton.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic,4.1
511,Kutton Camping Ground,A popular camping site in the Neelum Valley beside the river with forest backdrop.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Camping Site,Hiking; Camping; Photography; Stargazing,500 PKR,4,family; friends; adventurous; relaxed; peaceful; romantic; meditative,4.1
512,Baboon Top,A viewpoint and rest area on the Neelum Valley road offering valley and river views.,34.335573,74.925655,Neelum Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.1
513,Pir Chanasi Peak,A mountain peak at 3885m near Muzaffarabad offering skiing in winter.,34.414957,73.992424,Neelum Valley,Azad Kashmir,Mountain,Trekking; Skiing; Camping; Photography,2000 PKR,6,friends; solo; adventurous; energetic; thrilling,4.1
514,Dowarian Village,A scenic village in the Neelum Valley with traditional houses and forest surroundings.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational; meditative,4.1
515,Upper Neelum Viewpoint,An elevated viewpoint offering views of the upper Neelum Valley and surrounding peaks.,34.859756,74.183038,Neelum Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,solo; peaceful; romantic,4.1
516,Surgon Valley,A scenic side valley in Neelum with forests and mountain streams.,34.659492,73.948305,Neelum Valley,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful; meditative,4.1
517,Nauseri Village,A village along the Neelum Valley road known for its riverside location and views.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.1
518,Jhelum Point (Neelum),The point where the Neelum River meets the Jhelum River near Muzaffarabad.,34.279551,73.482628,Neelum Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.8
519,Sharda Fort Ruins,Remains of an ancient fortress near the Sharda temple ruins overlooking the valley.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Fort,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,4.1
520,Tao Butt Meadow,A lush green meadow at the end of the Neelum Valley road surrounded by pine forests.,34.802,74.502,Neelum Valley,Azad Kashmir,Meadow,Hiking; Camping; Photography; Picnicking; Stargazing,500 PKR,3,friends; solo; adventurous; peaceful,4.1
521,Kel Chairlift,A chairlift from Kel village to Arang Kel offering aerial views of the valley.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Adventure Spot,Photography; Sightseeing; Chairlift Ride,1000 PKR,0.5,family; friends; couple; thrilling; adventurous,4.1
522,Shounter Valley,A remote valley branching from the main Neelum Valley leading to Shounter Lake.,0.000000,0.000000,Neelum Valley,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; solo; relaxed; peaceful,5.0
523,Neelum Valley Jeep Track,The scenic jeep road through the Neelum Valley with hairpin turns and river crossings.,34.859756,74.183038,Neelum Valley,Azad Kashmir,Adventure Spot,Photography,0 PKR,2.5,family; friends; adventurous; thrilling; energetic,4.1
524,Ratti Gali Lake Trek Camp,A trekking camp on the way to Ratti Gali Lake with mountain views.,34.824104,74.334704,Neelum Valley,Azad Kashmir,Camping Site,Trekking; Hiking; Camping; Photography; Stargazing,500 PKR,4,family; friends; adventurous; energetic; relaxed; peaceful; romantic; meditative,4.1
525,Halmat Village,A small village in the upper Neelum Valley with traditional wooden architecture.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.1
526,Noori Meadow,"An alpine meadow named after a folk tale, popular for camping and nature walks.",34.859756,74.183038,Neelum Valley,Azad Kashmir,Meadow,Hiking; Camping; Photography; Walking; Picnicking; Stargazing,500 PKR,3,friends; solo; couple; peaceful; romantic; meditative,4.8
527,Lawat Lake,A small scenic lake near Lawat village in the Neelum Valley.,34.726486,74.035381,Neelum Valley,Azad Kashmir,Lake,Photography; Sightseeing; Boating; Picnicking,1000 PKR,3,friends; solo; peaceful; adventurous,4.9
528,Chitta Katha Lake Trek,The trekking trail to Chitta Katha Lake through alpine forests and meadows.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Adventure Spot,Trekking; Photography,0 PKR,2.5,family; friends; adventurous; thrilling; energetic; meditative,4.1
529,Neelum Valley Camping (Keran),Riverside camping spot near Keran village with LOC views.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Camping Site,Hiking; Camping; Photography; Stargazing,500 PKR,4,family; friends; adventurous; relaxed; peaceful; romantic; meditative,4.1
530,Upper Keran Viewpoint,A viewpoint above Keran offering views across the Line of Control to Indian Kashmir.,34.667355,73.952149,Neelum Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.1
531,Jagran Valley,A scenic side valley with a trout hatchery and waterfall near Kutton.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Fishing; Nature Walks,500 PKR,3,family; friends; relaxed; peaceful,4.1
532,Salkhala Game Reserve,A wildlife reserve in the Neelum Valley home to Himalayan black bears and leopards.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Park,Photography; Wildlife Watching; Walking; Picnicking,100 PKR,3,family; couple; friends; relaxed; peaceful,4.1
533,Karen Valley,A lush green valley near Keran with traditional villages and forests.,34.656482,73.946619,Neelum Valley,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful; meditative,4.1
534,Neelum River Fishing Spot,Designated trout fishing spots along the Neelum River.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Adventure Spot,Photography; Fishing,500 PKR,2.5,family; friends; adventurous; thrilling; energetic; relaxed; peaceful,4.1
535,Trekker's Camp (Kel),A trekker's camping ground near Kel village serving as base for high-altitude treks.,33.403683,72.926492,Neelum Valley,Azad Kashmir,Camping Site,Trekking; Hiking; Camping; Photography; Stargazing,500 PKR,4,family; friends; adventurous; energetic; relaxed; peaceful; romantic; meditative,4.1
536,Yamgar Meadow,A beautiful meadow above Kel offering camping under the stars with mountain views.,34.859756,74.183038,Neelum Valley,Azad Kashmir,Meadow,Hiking; Camping; Photography; Picnicking; Stargazing,500 PKR,3,friends; solo; peaceful; adventurous,4.1
537,Sharda Waterfall,A waterfall near Sharda village flowing through moss-covered rocks.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic,4.1
538,Dawarrian Mountain View,A viewpoint near Dowarian with panoramic views of snow peaks and green valleys.,34.917208,73.80302,Neelum Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,solo; peaceful; romantic,4.8
539,Janawai Village,A traditional village in the Neelum Valley with wooden houses and apple orchards.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Village,Photography; Walking; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.1
540,Taubat Hot Spring,A natural hot spring near the end of the Neelum Valley road at Taobut.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Hot Spring,Photography; Hot Spring Bathing; Relaxation,300 PKR,1.5,family; couple; relaxed; peaceful,4.1
541,Neelum Valley Zip Line,An adventure zip line over the Neelum River offering thrilling aerial crossings.,34.63,73.94,Neelum Valley,Azad Kashmir,Adventure Spot,Photography; Sightseeing; Zip Lining,1500 PKR,0.5,friends; family; thrilling; adventurous; energetic,4.1
542,Saran Valley,A quiet valley near the upper Neelum with forests and seasonal waterfalls.,34.796557,74.189786,Neelum Valley,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful; meditative,4.1
543,Dudh Pattian Waterfall,A milky white waterfall in the Neelum Valley surrounded by lush green forests.,34.637171,73.971753,Neelum Valley,Azad Kashmir,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic; meditative,4.1
544,Red Fort Muzaffarabad,A historic Mughal-era fort on a hilltop overlooking Muzaffarabad city and the rivers.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Fort,Hiking; Photography; Sightseeing; History Tours,100 PKR,1.5,family; couple; cultural; educational,3.4
545,Muzaffarabad City,The capital of Azad Kashmir at the confluence of the Jhelum and Neelum rivers.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,3.4
546,Confluence of Jhelum and Neelum Rivers,A dramatic meeting point of two rivers in Muzaffarabad with different colored waters.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,3.4
547,Pir Chinasi,A scenic hilltop at 2900m above Muzaffarabad with shrines and panoramic views.,34.387905,73.552124,Muzaffarabad,Azad Kashmir,Mountain,Hiking; Photography; Sightseeing; Paragliding,5000 PKR,4,friends; solo; adventurous; thrilling; peaceful,4.4
548,Pir Chinasi Shrine,A Sufi shrine on the Pir Chinasi hilltop visited by devotees and tourists.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Religious Site,Photography; Sightseeing,0 PKR,2,family; friends; relaxed,3.4
